mnist_id,magnitude_0_lb,magnitude_0_ub,magnitude_1_lb,magnitude_1_ub,magnitude_2_lb,magnitude_2_ub,parity_0_lb,parity_0_ub,parity_1_lb,parity_1_ub,magnitude_prediction_idx,magnitude_label_idx,parity_prediction_idx,parity_label_idx,magnitude_correct,parity_correct,magnitude_safe,parity_safe,safe,epsilon
38136,5.463579169547839e-10,1.3476215902755222e-06,8.509890381616465e-13,2.7221617340147035e-08,0.9999986251568584,0.999999999452791,0.05288050747388958,0.9956242060004079,0.004375793999592071,0.9471194925261104,2,2,0,0,True,True,True,False,False,0.1
45132,4.819934318343995e-26,1.856237213397238e-22,1.0,1.0,1.0915410217041885e-20,2.2233869272378816e-17,4.679796705394641e-20,2.0975905962842192e-17,1.0,1.0,1,1,1,1,True,True,True,True,True,0.1
33156,5.2118702495871455e-14,7.906991695114736e-11,2.990127711178099e-09,8.477991870852154e-06,0.9999915219290622,0.9999999970098201,7.511000972995675e-11,2.884962960783575e-08,0.9999999711503684,0.9999999999248901,2,2,1,1,True,True,True,True,True,0.1
6631,4.032859336060427e-20,3.294196257045718e-17,0.999999999931356,0.9999999999999452,5.494876462465586e-14,6.864656557167963e-11,1.0,1.0,1.8945876519146222e-23,1.2841917072729e-20,1,1,0,0,True,True,True,True,True,0.1
54821,9.892662526207345e-25,5.4174035712118495e-22,1.7100743825878353e-26,1.2198133838952446e-23,1.0,1.0,1.0,1.0,1.8588297608682997e-20,6.110021497780583e-18,2,2,0,0,True,True,True,True,True,0.1
49663,2.96751312354093e-16,1.80491023500629e-13,3.9968173186242635e-12,6.1525490446914434e-09,0.9999999938472727,0.999999999996003,4.083935099777336e-09,2.315188133281466e-06,0.9999976848118662,0.9999999959160648,2,2,1,1,True,True,True,True,True,0.1
25611,8.66757171264977e-23,5.032675908319713e-19,1.0,1.0,7.173801102876818e-23,2.2003178795453427e-18,1.0,1.0,6.501809876784254e-29,2.5783565634559513e-25,1,1,0,0,True,True,True,True,True,0.1
27027,1.3869504801789983e-10,2.6844159827198346e-07,0.05807592561473821,0.9890063936614611,0.01099360605707153,0.9419240725597349,0.9999999999676982,0.9999999999999489,5.096511397596137e-14,3.230293350847299e-11,1,2,0,0,False,True,False,True,False,0.1
3211,1.74088021877316e-17,2.647865569203149e-13,1.633701166116275e-20,6.790384515834205e-16,0.9999999999997257,1.0,0.9999999999996005,1.0,7.42765290106001e-17,4.0460159022989567e-13,2,2,0,0,True,True,True,True,True,0.1
56020,0.9999999984576127,0.9999999999997575,2.422717613377195e-13,1.5417372364745707e-09,2.2013635537549693e-16,6.512929915171717e-13,9.881903295306056e-13,6.0764874774278764e-09,0.9999999939235139,0.9999999999990119,0,0,1,1,True,True,True,True,True,0.1
