mnist_id,magnitude_0_lb,magnitude_0_ub,magnitude_1_lb,magnitude_1_ub,magnitude_2_lb,magnitude_2_ub,parity_0_lb,parity_0_ub,parity_1_lb,parity_1_ub,magnitude_prediction_idx,magnitude_label_idx,parity_prediction_idx,parity_label_idx,magnitude_correct,parity_correct,magnitude_safe,parity_safe,safe,epsilon
38136,2.8939051002936794e-08,2.8956795590940248e-08,1.871802107144246e-10,1.873353214416849e-10,0.9999999708558691,0.9999999708737688,0.7479810782198865,0.7481086610468789,0.2518913389531212,0.25201892178011354,2,2,0,0,True,True,True,True,True,1e-05
45132,3.1131111072585414e-24,3.1156768351196525e-24,1.0,1.0,4.881175161528552e-19,4.884893344599367e-19,1.0061646904345682e-18,1.0067806149699586e-18,1.0,1.0,1,1,1,1,True,True,True,True,True,1e-05
33156,2.4464207843233215e-12,2.447776809421608e-12,1.554299009767345e-07,1.5552939111777745e-07,0.9999998444681611,0.9999998445676528,1.3892018278726995e-09,1.3898605906294813e-09,0.9999999986101394,0.9999999986107981,2,2,1,1,True,True,True,True,True,1e-05
6631,1.2035073612977184e-18,1.204139869792265e-18,0.9999999999975759,0.9999999999975775,2.4225792289508544e-12,2.4239825219806843e-12,1.0,1.0,5.495876385035533e-22,5.498721783403256e-22,1,1,0,0,True,True,True,True,True,1e-05
54821,2.20151625446306e-23,2.2026868123760165e-23,4.588038728229317e-25,4.590576962748219e-25,1.0,1.0,1.0,1.0,2.969654538102725e-19,2.9710933414713193e-19,2,2,0,0,True,True,True,True,True,1e-05
49663,6.618109926359947e-15,6.621394446888295e-15,1.421298688280996e-10,1.422122260731193e-10,0.9999999998577811,0.9999999998578635,9.810997953652824e-08,9.815801348905691e-08,0.9999999018419865,0.9999999018900206,2,2,1,1,True,True,True,True,True,1e-05
25611,6.245504819155989e-21,6.250091628246935e-21,1.0,1.0,1.2957684532016828e-20,1.296919151966991e-20,1.0,1.0,4.002978404601806e-27,4.005802913502531e-27,1,1,0,0,True,True,True,True,True,1e-05
27027,6.041614069057547e-09,6.045834096563863e-09,0.6923539023303863,0.6924969033221634,0.3075030906349796,0.3076460916250233,0.9999999999985923,0.9999999999985931,1.4067631784479002e-12,1.4075991554535298e-12,1,2,0,0,False,True,False,True,False,1e-05
3211,2.5297775781974985e-15,2.5312441747467994e-15,3.7021861709795015e-18,3.704629620676315e-18,0.9999999999999976,0.9999999999999973,0.9999999999999931,0.9999999999999929,6.9917937984267235e-15,6.9955689917241135e-15,2,2,0,0,True,True,True,True,True,1e-05
56020,0.9999999999861027,0.9999999999861111,1.3881113036887723e-11,1.3889724182195155e-11,7.6502064560139e-15,7.654824782168017e-15,3.957326217744129e-11,3.959944094057004e-11,0.9999999999604005,0.9999999999604268,0,0,1,1,True,True,True,True,True,1e-05
8046,1.0,1.0,2.425451181586992e-19,2.427213935779779e-19,8.806374406795041e-18,8.812862707739935e-18,0.9999999999999998,0.9999999999999998,2.4560501725294333e-16,2.457915203065929e-16,0,0,0,0,True,True,True,True,True,1e-05
42714,1.7110049406253107e-35,1.7124951393007413e-35,1.0,1.0,5.229851022250859e-24,5.234652826270305e-24,1.0,1.0,1.1263369423728555e-28,1.1272471029823993e-28,1,1,0,0,True,True,True,True,True,1e-05
1019,0.05291266102828065,0.05293635595744013,1.4857466524157411e-05,1.4865468206826036e-05,0.9470487790695368,0.9470724810103344,0.096359075598806,0.09639658475763081,0.9036034152423691,0.9036409244011939,2,2,1,1,True,True,True,True,True,1e-05
25218,7.516558231110938e-23,7.525707677655433e-23,1.0,1.0,4.9995505437062954e-23,5.005588725887393e-23,1.0,1.0,1.7329397800301662e-23,1.7345992330049626e-23,1,1,0,0,True,True,True,True,True,1e-05
6515,1.0,1.0,5.466727202373322e-35,5.473483362749113e-35,1.459288607273136e-34,1.4607918562823407e-34,1.0,1.0,2.938502238247718e-28,2.9412308569565902e-28,0,0,0,0,True,True,True,True,True,1e-05
18217,4.3122173966938925e-14,4.314739192825093e-14,4.751265878728057e-21,4.754446420111537e-21,0.9999999999999569,0.9999999999999569,0.9999999999995325,0.9999999999995326,4.673738913710087e-13,4.676285984698299e-13,2,2,0,0,True,True,True,True,True,1e-05
57349,0.9999999999999996,0.9999999999999996,4.509863735895475e-16,4.513073907581543e-16,1.3096237043633344e-19,1.3104097799683221e-19,0.9999999999999998,0.9999999999999998,2.2829442592155525e-16,2.284357417130673e-16,0,0,0,0,True,True,True,True,True,1e-05
