mnist_id,magnitude_0_lb,magnitude_0_ub,magnitude_1_lb,magnitude_1_ub,magnitude_2_lb,magnitude_2_ub,parity_0_lb,parity_0_ub,parity_1_lb,parity_1_ub,magnitude_prediction_idx,magnitude_label_idx,parity_prediction_idx,parity_label_idx,magnitude_correct,parity_correct,magnitude_safe,parity_safe,safe
57908,0.9999953508377075,0.9999998807907104,1.4754185015657811e-13,6.7777003627533805e-12,1.4754185015657811e-13,1.894265994062394e-11,0.9999945163726807,0.9999998807907104,1.6144700051672067e-13,5.152517856821248e-10,0,0,0,0,True,True,True,True,True
19405,1.4466828071862253e-13,6.9123270475535126e-12,0.9999951720237732,0.9999998807907104,1.4466828071862253e-13,6.9123270475535126e-12,0.9999879598617554,0.9999998807907104,9.089720621156816e-14,1.1001296228163593e-11,1,1,0,0,True,True,True,True,True
39527,0.9999993443489075,0.9999998807907104,2.2336969773828486e-10,9.741009776575993e-09,7.830552178900163e-11,3.208747711980209e-09,0.999999463558197,0.9999998807907104,1.473921679151502e-10,4.5051748998048424e-09,0,0,0,0,True,True,True,True,True
17086,1.761282092394012e-11,1.6152453596873784e-08,1.812692384433115e-13,5.516633590912923e-12,0.9999969601631165,0.9999998807907104,1.4495207985298908e-11,9.880545270846142e-09,0.9999973177909851,0.9999998807907104,2,2,1,1,True,True,True,True,True
9799,4.631769143573217e-13,2.1589991079651316e-12,4.631769143573217e-13,2.1589991079651316e-12,0.9999995231628418,0.9999998807907104,0.9999995827674866,0.9999998807907104,4.847631627710736e-13,2.0628605160860625e-12,2,2,0,0,True,True,True,True,True
34905,3.114018765071336e-11,3.3484903738667526e-09,0.999985933303833,0.9999996423721313,2.2950577260871796e-07,1.3426744772004895e-05,0.9999986290931702,0.9999998807907104,3.556584887709491e-11,8.149010355396058e-09,1,1,0,0,True,True,True,True,True
48974,1.1509346806767157e-13,8.6885169198192e-12,0.9999924898147583,0.9999998807907104,1.1509346806767157e-13,8.6885169198192e-12,1.4312144947913746e-13,6.987032914046454e-12,0.9999951124191284,0.9999998807907104,1,1,1,1,True,True,True,True,True
50994,0.0016361663583666086,0.6473914384841919,1.2637692003991674e-09,1.7861248124972917e-06,0.3526071012020111,0.9983636736869812,2.375475196458865e-05,0.045296262949705124,0.95470130443573,0.9999761581420898,2,2,1,1,True,True,False,True,False
46967,6.519308205256424e-13,1.707890252833355e-11,0.9999995231628418,0.9999998807907104,2.6613633519190216e-10,5.022321669656549e-09,0.9999992251396179,0.9999998807907104,2.1624960502841795e-11,1.4761496469617441e-09,1,1,0,0,True,True,True,True,True
50532,4.619981155452868e-13,3.0678131476141735e-12,4.619981155452868e-13,2.164507722363096e-12,0.9999995231628418,0.9999998807907104,0.9999994039535522,0.9999998807907104,4.1253364114514357e-13,2.424041002646593e-12,2,2,0,0,True,True,True,True,True
10023,1.4731433304118746e-12,1.3969596313057053e-10,2.693364820061106e-07,2.4967541321530007e-05,0.9999741911888123,0.9999996423721313,5.713345352376109e-09,5.013832264921803e-07,0.9999991059303284,0.9999998807907104,2,2,1,1,True,True,True,True,True
57159,,,,,,,,,,,0,2,0,1,False,False,False,False,False
18828,9.827629161851537e-12,6.171266830889977e-10,1.0610732431581837e-10,6.174284195026303e-09,0.9999992251396179,0.9999998807907104,1.645855847443034e-11,6.759813264700654e-10,0.9999993443489075,0.9999998807907104,2,2,1,1,True,True,True,True,True
38849,1.4218769391061148e-12,8.177154786626062e-11,3.104612053550504e-11,1.683656103423914e-09,0.9999992847442627,0.9999998807907104,0.9999991059303284,0.9999998807907104,4.2033328315378704e-13,3.3632926305093847e-11,2,2,0,0,True,True,True,True,True
22002,1.1059625437681575e-10,9.239172271691132e-08,0.9999940991401672,0.9999998807907104,4.8707655686541784e-09,2.632316636663745e-06,1.3797638587220717e-08,4.5052120185573585e-06,0.9999939203262329,0.9999998807907104,1,1,1,1,True,True,True,True,True
18942,0.9983245730400085,0.9999998807907104,4.9955919401156734e-09,0.0016150916926562786,6.354582832157618e-11,2.7625779694062658e-05,1.8113713179672593e-14,1.1117906595359273e-09,0.9996953010559082,0.9999998807907104,0,0,1,1,True,True,True,True,True
