mnist_id,magnitude_0_lb,magnitude_0_ub,magnitude_1_lb,magnitude_1_ub,magnitude_2_lb,magnitude_2_ub,parity_0_lb,parity_0_ub,parity_1_lb,parity_1_ub,magnitude_prediction_idx,magnitude_label_idx,parity_prediction_idx,parity_label_idx,magnitude_correct,parity_correct,magnitude_safe,parity_safe,safe
57908,9.673489786976575e-10,0.9999998807907104,9.835404473247811e-21,4.072957082712492e-08,9.835404473247811e-21,1.7263416793866782e-06,1.99163546765746e-10,0.9999998807907104,4.462772286765347e-21,0.00011093907960457727,0,0,0,0,True,True,False,False,False
19405,5.237110679239798e-21,5.237111539249141e-14,2.7427463078488756e-10,0.9999998807907104,5.237110679239798e-21,5.237111539249141e-14,5.4300934273143406e-14,0.9999998807907104,7.368899283697101e-23,7.368899708701531e-16,1,1,0,0,True,True,True,True,True
39527,0.021176256239414215,0.9999998807907104,4.6512802595220174e-17,0.013835160993039608,4.6512802595220174e-17,0.0026874979957938194,0.212432399392128,0.9999998807907104,1.6423551948232157e-16,0.01478999201208353,0,0,0,0,True,True,True,True,True
17086,9.634988142790302e-20,0.00501595064997673,9.634988142790302e-20,3.944664328514591e-08,9.283308344265606e-08,0.9999998807907104,2.471603004105317e-19,0.0029811791609972715,6.108823527029017e-07,0.9999998807907104,2,2,1,1,True,True,False,False,False
9799,5.220907269572574e-16,1.4012927485040905e-09,5.220907269572574e-16,1.4012927485040905e-09,0.7315998077392578,0.9999998807907104,0.8154547810554504,0.9999998807907104,6.647347281044666e-16,6.485309427262109e-07,2,2,0,0,True,True,True,True,True
34905,3.115911612509675e-17,0.04138293117284775,0.0006874664104543626,0.9999998807907104,2.3698967542220986e-15,0.9308590888977051,6.8431368163146544e-06,0.9999998807907104,8.272333970158662e-19,0.004144381731748581,1,1,0,0,True,True,False,False,False
48974,4.089286747520732e-23,2.4051261673994732e-14,1.6722221006450384e-14,0.9999998807907104,4.089286747520732e-23,4.1182420318364166e-07,2.4543772546156164e-22,1.525946835556624e-08,6.023973637622748e-13,0.9999998807907104,1,1,1,1,True,True,False,False,False
50994,5.5100791892453945e-18,0.9999991059303284,1.1623280242479454e-20,0.7961654663085938,1.2929934646430845e-15,0.9999998807907104,8.104251968287138e-21,0.9999743103981018,3.716545520909007e-15,0.9999998807907104,2,2,1,1,True,True,False,False,False
46967,6.862177071083222e-16,3.927414945792407e-05,0.8248370289802551,0.9999998807907104,6.862177071083222e-16,0.0021417064126580954,0.01491667702794075,0.9999998807907104,3.89133421064628e-17,0.00277960067614913,1,1,0,0,True,True,True,True,True
50532,1.5391230543765978e-16,1.443480869056657e-05,1.5391230543765978e-16,1.2443499564085414e-09,0.19152018427848816,0.9999998807907104,0.02050739899277687,0.9999998807907104,4.575676613279161e-17,4.4818418420966566e-10,2,2,0,0,True,True,True,True,True
10023,1.363628911925715e-17,0.00020305572252254933,4.542894982382541e-16,0.9706109166145325,5.4085383453639224e-05,0.9999998807907104,1.5275759438976026e-17,0.3386155962944031,0.002328053116798401,0.9999998807907104,2,2,1,1,True,True,False,False,False
57159,,,,,,,,,,,0,2,0,1,False,False,False,False,False
18828,2.5913371599579416e-17,0.0005683949566446245,2.5913371599579416e-17,0.004900188185274601,0.006670218426734209,0.9999998807907104,9.506382454188531e-17,0.0010747096966952085,0.08288101106882095,0.9999998807907104,2,2,1,1,True,True,True,True,True
38849,4.093216903562707e-17,0.0003402896400075406,4.093216903562707e-17,0.004915982019156218,0.01647835411131382,0.9999998807907104,0.0010876383166760206,0.9999998807907104,1.0434660915771667e-17,2.894120552809909e-05,2,2,0,0,True,True,True,True,True
22002,5.150277879113184e-20,0.08236878365278244,2.6525286855871855e-08,0.9999998807907104,5.150277879113184e-20,0.1917654424905777,2.1007134412594097e-19,0.7485483288764954,1.3040063606695185e-07,0.9999998807907104,1,1,1,1,True,True,False,False,False
18942,5.041366949890934e-22,0.9999998807907104,6.513912998715564e-28,0.9221207499504089,6.513905294995786e-28,0.21995346248149872,1.1828002833115182e-30,4.996310053684283e-06,1.1828003708041082e-23,0.9999998807907104,0,0,1,1,True,True,False,False,False
48174,8.899629101874636e-20,3.1947899881146213e-09,7.920317557363887e-08,0.9999998807907104,8.899629101874636e-20,1.0242610315458478e-08,4.6673229854778436e-20,6.394374363338784e-09,2.1783844061928903e-08,0.9999998807907104,1,1,1,1,True,True,True,True,True
29791,3.963070136120719e-20,1.1440806702012196e-06,7.16481718399109e-09,0.9999998807907104,3.9630707823555724e-20,0.47097712755203247,2.594754308015001e-21,0.00029037013882771134,6.732756713256904e-11,0.9999998807907104,1,1,1,1,True,True,False,False,False
7114,4.519279356397234e-18,4.518356869209761e-11,0.00020419734937604517,0.9999998807907104,4.519279356397234e-18,2.1698599084629677e-05,3.114394563266253e-17,3.0844773957205973e-10,0.009606251493096352,0.9999998807907104,1,1,1,1,True,True,True,True,True
43572,2.136856880677329e-12,0.025944486260414124,0.9699589014053345,0.9999998807907104,5.130580205472968e-15,5.448722731671296e-06,0.1334240734577179,0.9999998807907104,1.2408312699270334e-16,0.00023078125377651304,1,1,0,0,True,True,True,True,True
17868,1.1324232842563619e-21,1.1324233346562181e-14,1.2823787171045709e-11,0.9999998807907104,1.1324232842563619e-21,3.989062946629929e-08,5.027367844939734e-12,0.9999998807907104,7.090389858516033e-22,3.776790254050866e-05,1,1,0,0,True,True,False,False,False
4977,4.7032833701388793e-20,8.66494228830561e-05,4.7032833701388793e-20,0.1701737642288208,2.2120898890420904e-08,0.9999998807907104,2.522050867505915e-21,2.4865892100933706e-06,6.360721671594405e-11,0.9999998807907104,2,2,1,1,True,True,False,False,False
45755,1.00925828549922e-16,1.6179950534933596e-06,0.09244363754987717,0.9999998807907104,1.00925828549922e-16,2.8139318146713777e-06,0.00017220045265275985,0.9999998807907104,4.15006728998419e-18,8.149160635184671e-08,1,1,0,0,True,True,True,True,True
35286,2.3408515794146045e-13,0.9999998807907104,1.5299863855630346e-22,2.027881237154361e-05,1.5299863855630346e-22,0.035964395850896835,5.299422410868197e-24,9.10878588911146e-06,2.8083798235711995e-16,0.9999998807907104,0,0,1,1,True,True,False,False,False
3367,5.309577226207441e-19,0.9999998807907104,1.1028845012563315e-23,0.9995409846305847,1.1026460286046831e-23,0.9384140372276306,,,,,0,0,1,0,True,False,False,False,False
11672,3.889510707529519e-16,1.311877895204816e-08,3.889510707529519e-16,3.1581073756115075e-08,0.6020415425300598,0.9999998807907104,0.5451136231422424,0.9999998807907104,3.461725717243799e-16,1.5746920434267508e-09,2,2,0,0,True,True,True,True,True
9690,1.0847788960434662e-15,0.013696820475161076,0.011908362619578838,0.9999998807907104,1.9387264363346368e-11,0.9851387143135071,1.571363075466084e-13,0.99575275182724,9.797760139917955e-05,0.9999998807907104,1,1,1,1,True,True,False,False,False
