mnist_id,magnitude_0_lb,magnitude_0_ub,magnitude_1_lb,magnitude_1_ub,magnitude_2_lb,magnitude_2_ub,parity_0_lb,parity_0_ub,parity_1_lb,parity_1_ub,magnitude_prediction_idx,magnitude_label_idx,parity_prediction_idx,parity_label_idx,magnitude_correct,parity_correct,magnitude_safe,parity_safe,safe
57908,0.9999999999742852,0.9999999999997049,1.4754187178094528e-13,6.777731775427056e-12,1.4754187178098438e-13,1.894274720568403e-11,0.9999999994847418,0.9999999999998386,1.614469967356447e-13,5.152545581251767e-10,0,0,0,0,True,True,True,True,True
19405,1.446682678798554e-13,6.912359759480843e-12,0.9999999999861653,0.9999999999997107,1.446682678798554e-13,6.912359759480843e-12,0.9999999999890083,0.9999999999999092,9.089721681169251e-14,1.1001428510736161e-11,1,1,0,0,True,True,True,True,True
39527,0.9999999870502337,0.9999999996983249,2.2336971006072116e-10,9.741016072786904e-09,7.830552374441523e-11,3.2087496410148937e-09,0.9999999954948229,0.9999999998526079,1.473921794125788e-10,4.505177421300094e-09,0,0,0,0,True,True,True,True,True
17086,1.761282208748686e-11,1.615250427611189e-08,1.8126926785224002e-13,5.516650689693791e-12,0.9999999838419789,0.999999999982206,1.449520934067132e-11,9.880572330516112e-09,0.9999999901194282,0.9999999999855047,2,2,1,1,True,True,True,True,True
9799,4.631769693881243e-13,2.1590000787310673e-12,4.631769693881243e-13,2.1590000787310673e-12,0.9999999999956819,0.9999999999990736,0.9999999999979373,0.9999999999995153,4.847631903648721e-13,2.0628613155107443e-12,2,2,0,0,True,True,True,True,True
34905,3.114019044532725e-11,3.3484931289758106e-09,0.9999865698949677,0.9999997704630593,2.2950580053808867e-07,1.342675662072498e-05,0.9999999918509773,0.9999999999644342,3.5565847386931154e-11,8.149021263885441e-09,1,1,0,0,True,True,True,True,True
48974,1.1509348399105555e-13,8.688582514800926e-12,0.9999999999826341,0.9999999999997697,1.1509348399105555e-13,8.688582514800926e-12,1.4312145650808104e-13,6.987067187415185e-12,0.9999999999930081,0.9999999999998568,1,1,1,1,True,True,True,True,True
50994,0.001636166649234029,0.6473921129767832,1.2637693888842223e-09,1.786129950896912e-06,0.35260764391847615,0.9983638319198958,2.3754748327219523e-05,0.0452964231422519,0.9547035768577455,0.9999762452516727,2,2,1,1,True,True,False,True,False
46967,6.519308144632042e-13,1.7078910600668913e-11,0.9999999949605975,0.9999999997332116,2.661363381614519e-10,5.022323522286252e-09,0.999999998523849,0.9999999999783751,2.1624964263096676e-11,1.4761508497191682e-09,1,1,0,0,True,True,True,True,True
50532,4.619981961258277e-13,3.0678151586627804e-12,4.619981961257387e-13,2.16450908374717e-12,0.9999999999947673,0.9999999999990761,0.9999999999975758,0.9999999999995874,4.1253371805039653e-13,2.4240425653386558e-12,2,2,0,0,True,True,True,True,True
10023,1.4731444007248332e-12,1.3969618700402694e-10,2.6933639377622554e-07,2.4967558736277324e-05,0.9999750323015746,0.999999730662133,5.713345933163262e-09,5.013837357364023e-07,0.9999994986162652,0.999999994286654,2,2,1,1,True,True,True,True,True
57159,,,,,,,,,,,0,2,0,1,False,False,False,False,False
18828,9.827630204327515e-12,6.17127190323844e-10,1.0610733914994324e-10,6.174289067520345e-09,0.9999999932085833,0.999999999884065,1.64585611377181e-11,6.759818208321358e-10,0.9999999993240183,0.9999999999835414,2,2,1,1,True,True,True,True,True
38849,1.4218772103013402e-12,8.17716135571719e-11,3.10461271648036e-11,1.6836574916050203e-09,0.9999999982345706,0.999999999967532,0.9999999999663665,0.9999999999995797,4.2033338337167603e-13,3.363295401720658e-11,2,2,0,0,True,True,True,True,True
22002,1.1059628267757719e-10,9.239197853809944e-08,0.999997275287144,0.9999999950186373,4.870766414732001e-09,2.63232134348127e-06,1.3797630487832362e-08,4.505220950068589e-06,0.9999954947790503,0.9999999862023696,1,1,1,1,True,True,True,True,True
18942,0.9983572416602166,0.9999999949408653,4.995588522888664e-09,0.001615219361333379,6.354585178513981e-11,2.7627966253283116e-05,1.8113714979724272e-14,1.1121295602882547e-09,0.9999999988881085,0.9999999999999818,0,0,1,1,True,True,True,True,True
48174,2.0174895319048616e-13,4.9566519973192985e-12,0.9999999999900823,0.9999999999995965,2.0174895319048616e-13,4.9566519973192985e-12,1.9474227435578527e-13,5.134987952115267e-12,0.9999999999948652,0.9999999999998053,1,1,1,1,True,True,True,True,True
29791,1.7128220083705449e-13,5.838314285063732e-12,0.9999973724106314,0.9999999978291105,2.1707182395583866e-09,2.6275835299279897e-06,1.8868879481480898e-13,4.468990296721592e-10,0.9999999995531004,0.9999999999998113,1,1,1,1,True,True,True,True,True
7114,2.849873963301809e-13,3.5089248319867644e-12,0.9999999999440664,0.9999999999993299,3.850301232071045e-13,5.2426550119718973e-11,3.4442981246288973e-13,2.9033469124984906e-12,0.999999999997097,0.9999999999996556,1,1,1,1,True,True,True,True,True
43572,5.983930295315024e-08,5.642958621181809e-07,0.9999994355312626,0.999999940141481,1.921603821936574e-11,1.7287559549883096e-10,0.9999999998729905,0.9999999999974616,2.5384664342566496e-12,1.2700984463922517e-10,1,1,0,0,True,True,True,True,True
17868,1.1498289735997577e-13,8.696938897282277e-12,0.9999999999826007,0.99999999999977,1.1498289735997577e-13,8.696938897282277e-12,0.9999999993989678,0.9999999999998699,1.3005532975420904e-13,6.010404175855987e-10,1,1,0,0,True,True,True,True,True
4977,2.0205430557580794e-13,1.9362883697457774e-10,9.56211864656763e-10,7.680988317494852e-07,0.9999992317075381,0.9999999990435862,1.4154256383402572e-13,1.7220446765533477e-11,0.9999999999827767,0.9999999999998586,2,2,1,1,True,True,True,True,True
45755,3.9784670025132506e-13,2.513528885240671e-12,0.9999999999949722,0.9999999999992042,3.9784670025132506e-13,2.513528885240671e-12,0.9999999999965306,0.9999999999997116,2.8833240413875035e-13,3.468216607748465e-12,1,1,0,0,True,True,True,True,True
35286,0.9999998762208442,0.9999999998806313,1.7817954170087843e-13,1.3966693327973523e-11,1.191906296981865e-10,1.2376519022000312e-07,1.2516247948651307e-13,7.989608680526764e-12,0.9999999999920058,0.9999999999998748,0,0,1,1,True,True,True,True,True
3367,0.9053060574586225,0.9999929950271312,6.958761623179547e-06,0.09410446548238649,4.6150679997906205e-08,0.0007166959644307368,,,,,0,0,1,0,True,False,True,False,False
11672,4.678615298481319e-13,2.1373827707198007e-12,4.678615298481319e-13,2.1373827707198007e-12,0.9999999999957253,0.9999999999990643,0.9999999999978584,0.9999999999995333,4.668382318819558e-13,2.1420681167446956e-12,2,2,0,0,True,True,True,True,True
9690,1.1111456065656618e-09,1.9493530310170103e-08,0.9998311911528602,0.9999890602229609,1.0938665817669376e-05,0.000168789358584345,7.334828144992448e-06,0.00029376508420815643,0.9997062349157925,0.9999926651718549,1,1,1,1,True,True,True,True,True
58621,1.4543297746333242e-13,6.876014298943283e-12,0.9999999999862473,0.9999999999997091,1.4543297746333242e-13,6.876014298943283e-12,0.9999999999918984,0.9999999999998765,1.2344431622198574e-13,8.100812278657881e-12,1,1,0,0,True,True,True,True,True
42828,1.3967147232539198e-09,5.0743408018181474e-08,7.98839378295055e-08,2.8900388585379544e-06,0.9999970592179772,0.9999999187193465,0.0009458955288425584,0.018686783416965173,0.9813132165830348,0.9990541044711574,2,2,1,1,True,True,True,True,True
51160,2.58826528456419e-13,2.9108391195679945e-11,2.5882652845598133e-13,3.863588169791319e-12,0.999999999967027,0.9999999999994824,0.999999999995265,0.9999999999997886,2.1128915803985014e-13,4.732846880843096e-12,2,2,0,0,True,True,True,True,True
