mnist_id,magnitude_0_lb,magnitude_0_ub,magnitude_1_lb,magnitude_1_ub,magnitude_2_lb,magnitude_2_ub,parity_0_lb,parity_0_ub,parity_1_lb,parity_1_ub,magnitude_prediction_idx,magnitude_label_idx,parity_prediction_idx,parity_label_idx,magnitude_correct,parity_correct,magnitude_safe,parity_safe,safe,epsilon
20579,8.28611525672685e-13,3.309573446222218e-08,4.099119191349831e-12,1.387402487198624e-06,0.9999985795018704,0.9999999999950722,1.530713778666212e-15,2.283766551996766e-11,0.9999999999771686,0.9999999999999984,2,2,1,1,True,True,True,True,True,0.1
21945,1.0,1.0,5.253572449341031e-32,4.410491743848258e-28,3.719161117696506e-22,1.3419758451694707e-18,1.0,1.0,6.830989615982569e-21,1.1556742676856945e-17,0,0,0,0,True,True,True,True,True,0.1
47973,1.0,1.0,1.5863334349165473e-40,7.452359518134337e-35,1.7907362581464516e-35,1.3224212253839805e-30,1.0,1.0,5.45406865432876e-31,1.5091644602311003e-26,0,0,0,0,True,True,True,True,True,0.1
52937,0.001555092982421615,0.7128878142932478,3.5681173298227146e-13,3.563272476837794e-09,0.2871121853932703,0.99844490701704,0.00020611698598401677,0.23100324382630447,0.768996756173693,0.9997938830140161,2,2,1,1,True,True,False,True,False,0.1
5748,1.3624241221645116e-12,6.052215695217621e-10,0.9999999993947769,0.9999999999986375,1.4414970960210262e-19,3.564321304676586e-17,1.6629012458855617e-07,1.1012331429862715e-05,0.9999889876685699,0.9999998337098753,1,1,1,1,True,True,True,True,True,0.1
23081,3.690494765606345e-19,2.9567662585795957e-16,5.81558013574679e-19,5.930698393359822e-16,1.0,1.0,0.9999999999997389,0.9999999999999993,6.048946352852385e-16,2.632397191936371e-13,2,2,0,0,True,True,True,True,True,0.1
12120,4.2858951818580835e-15,3.0091601340701966e-13,4.6588250442551823e-20,1.3262370234070127e-17,0.9999999999996995,0.9999999999999958,3.863518351411153e-12,1.80863396074648e-10,0.9999999998191361,0.9999999999961364,2,2,1,1,True,True,True,True,True,0.1
34306,8.785857847431194e-07,0.003306975874181831,0.007083977057876778,0.9900952764251715,0.009903011703261378,0.992912700987505,2.26780718879392e-05,0.012350290943993437,0.9876497090560087,0.9999773219281121,2,2,1,1,True,True,False,True,False,0.1
45880,0.9999999998003976,0.9999999999999898,9.650824028573989e-17,2.187495432870718e-11,1.0125532080586572e-14,1.7773103747266283e-10,0.9999999994400206,0.9999999999999294,7.065030434095241e-14,5.599768769041127e-10,0,0,0,0,True,True,True,True,True,0.1
51969,6.1754270430701565e-16,1.4301611135999617e-12,7.726362230346457e-17,3.183831349431349e-13,0.9999999999982534,0.9999999999999993,1.0,1.0,2.3019378585061336e-18,2.102653401458998e-15,2,2,0,0,True,True,True,True,True,0.1
53864,1.5027026489932724e-06,0.0006236085131310547,6.628786250714843e-14,2.63935484769277e-10,0.99937639122325,0.9999984972972847,0.9999999999823512,0.9999999999999825,1.7502263470891898e-14,1.7647101817976983e-11,2,2,0,0,True,True,True,True,True,0.1
9129,3.0361830570986896e-10,1.706357289221762e-08,1.9897549796748547e-09,5.231452269759407e-07,0.9999994597912173,0.9999999977066267,1.001989982937809e-12,5.547240523380298e-11,0.9999999999445268,0.9999999999989981,2,2,1,1,True,True,True,True,True,0.1
49827,8.208476829638157e-21,4.581479954871117e-15,0.9999999999920701,1.0,1.8458432127764948e-17,7.910948009775345e-12,1.0,1.0,4.641007114560775e-24,3.9340866256143664e-19,1,1,0,0,True,True,True,True,True,0.1
38462,0.9999999928057216,0.9999999999998217,1.2378662527956783e-13,6.793067953617575e-09,5.450842987874461e-14,4.0120620777321426e-10,1.2800595125780598e-17,5.393592980433278e-13,0.9999999999994679,1.0,0,0,1,1,True,True,True,True,True,0.1
36135,8.156059637442902e-09,1.8475632876595428e-05,1.2992192384515777e-16,2.008810127779606e-12,0.9999815243651166,0.9999999918439403,5.2308301395408325e-09,1.0994499764765103e-05,0.999989005500232,0.9999999947691698,2,2,1,1,True,True,True,True,True,0.1
21281,0.9999999999991115,0.9999999999999996,2.4754456321710177e-16,8.356349673587123e-13,1.0374176087316587e-16,4.9669476544148475e-14,3.633662538327131e-21,7.333848868518911e-18,1.0,1.0,0,0,1,1,True,True,True,True,True,0.1
49520,3.431730487298159e-27,9.1202750762564e-24,1.0,1.0,1.0817636374713492e-19,1.5592581051709326e-16,9.043609844177657e-19,1.971905501328766e-16,1.0,1.0,1,1,1,1,True,True,True,True,True,0.1
1234,6.794025850961226e-16,5.8531099804185806e-12,0.9999999999930572,0.9999999999999991,2.0652893450881947e-16,1.065556190903047e-12,7.458237692682578e-14,2.5161212855363776e-11,0.9999999999748374,0.9999999999999254,1,1,1,1,True,True,True,True,True,0.1
36575,8.70492478362711e-14,2.2723969650867566e-10,0.9999999997725818,0.9999999999999127,1.4965082955207746e-16,1.7547993501344986e-13,3.751171990087653e-11,9.280808666034512e-09,0.9999999907191927,0.9999999999624882,1,1,1,1,True,True,True,True,True,0.1
44203,1.1779790880703929e-20,1.8227926879346953e-17,1.9606003786128497e-21,3.3337387920969638e-18,1.0,1.0,1.0,1.0,8.103673098441701e-23,4.52164207367916e-20,2,2,0,0,True,True,True,True,True,0.1
12885,0.9999999692130739,0.9999999999998461,1.4809275116998208e-13,3.0612081848019554e-08,5.689383656531927e-15,1.748408213779968e-10,1.3717839582279701e-21,1.0607739902362827e-16,1.0,1.0,0,0,1,1,True,True,True,True,True,0.1
10830,4.499673663235991e-28,1.3886972807011532e-23,1.0,1.0,2.8976799805255957e-25,3.7404344538681354e-21,1.6503102686352438e-20,1.1885306064491774e-17,1.0,1.0,1,1,1,1,True,True,True,True,True,0.1
